status,spc_latin,spc_common,address,borough,latitude,longitude
Good,gleditsia triacanthos var. inermis,honeylocust,1826 ARTHUR AVENUE,Bronx,40.84417007,-73.89461595
Good,pyrus calleryana,callery pear,58-002 80 STREET,Queens,40.72691602,-73.88103419
Fair,pyrus calleryana,callery pear,289 CHESTERTON AVENUE,Staten Island,40.55712471,-74.12546263
Good,gleditsia triacanthos var. inermis,honeylocust,2844 FREDERICK DOUGLASS BOULEVARD,Manhattan,40.82648898,-73.93910304
Good,quercus imbricaria,shingle oak,130-002 58 AVENUE,Queens,40.74610692,-73.83469818
Good,maackia amurensis,amur maackia,2751 UNIVERSITY AVENUE,Bronx,40.87024259,-73.89968594
Poor,acer platanoides,norway maple,1106 GLENMORE AVENUE,Brooklyn,40.67719627,-73.868206
Good,quercus bicolor,swamp white oak,1146 CONEY ISLAND AVENUE,Brooklyn,40.62995389,-73.96628569
Fair,tilia cordata,littleleaf linden,240-001 143 AVENUE,Queens,40.66360535,-73.74079827
Fair,tilia americana,american linden,222 EAST 39 STREET,Manhattan,40.74832538,-73.97471987
Good,prunus,cherry,191-023 PINEVILLE LANE,Queens,40.68394477,-73.75248859
Fair,acer platanoides 'crimson king',crimson king maple,934 CLOVE ROAD,Staten Island,40.62164444,-74.11142556
Good,tilia cordata,littleleaf linden,425 LELAND AVENUE,Bronx,40.81398714,-73.85940059
Good,gleditsia triacanthos var. inermis,honeylocust,299 BALTIC STREET,Brooklyn,40.68525461,-73.99278465
Poor,prunus cerasifera,purple-leaf plum,423 EAST 159 STREET,Bronx,40.82273093,-73.91367736
Good,platanus x acerifolia,london planetree,1381 EAST 49 STREET,Brooklyn,40.62732035,-73.9287157
Good,prunus,cherry,94-016 34 ROAD,Queens,40.75382344,-73.87309302
Good,platanus x acerifolia,london planetree,478 58 STREET,Brooklyn,40.6407439,-74.01528779
Good,gleditsia triacanthos var. inermis,honeylocust,112 MONTAGUE STREET,Brooklyn,40.69491682,-73.99496644
Good,quercus palustris,pin oak,68-002 ELIOT AVENUE,Queens,40.71866317,-73.89232826
Good,prunus virginiana,'schubert' chokecherry,90-083 180 STREET,Queens,40.70874603,-73.78062204
Good,acer rubrum,red maple,581 EDGEGROVE AVENUE,Staten Island,40.538206,-74.19087944
Fair,cercis canadensis,eastern redbud,88-031 GETTYSBURG STREET,Queens,40.72932969,-73.73099241
Good,platanus x acerifolia,london planetree,693 LENOX AVENUE,Manhattan,40.82005132,-73.9362931
Good,ginkgo biloba,ginkgo,587 HART STREET,Brooklyn,40.69741922,-73.92853541
Good,ulmus parvifolia,chinese elm,411 EAST 235 STREET,Bronx,40.89794225,-73.8642514
Good,fraxinus pennsylvanica,green ash,15 SOUTH DRUM STREET,Staten Island,40.52724203,-74.21731372
Good,gleditsia triacanthos var. inermis,honeylocust,2639 DAVIDSON AVENUE,Bronx,40.86720819,-73.89894353
Good,quercus palustris,pin oak,81-045 UTOPIA PARKWAY,Queens,40.72259023,-73.79020402
Fair,carpinus caroliniana,american hornbeam,221 BRAISTED AVENUE,Staten Island,40.59122436,-74.15556581
Good,pyrus calleryana,callery pear,1695 FULTON AVENUE,Bronx,40.84024973,-73.89857394
Good,pyrus calleryana,callery pear,127 PROSPECT PLACE,Brooklyn,40.67852176,-73.97272793
Fair,pyrus calleryana,callery pear,315 WEST 36 STREET,Manhattan,40.75386238,-73.99332043
Good,acer platanoides,norway maple,2373 EAST 73 STREET,Brooklyn,40.61610931,-73.90076
Good,quercus palustris,pin oak,3534 AMBOY ROAD,Staten Island,40.55540266,-74.13987313
Good,gleditsia triacanthos var. inermis,honeylocust,1436 WEST 8 STREET,Brooklyn,40.61184071,-73.98243586
Good,liquidambar styraciflua,sweetgum,80-061 161 STREET,Queens,40.71888239,-73.80566512
Good,pyrus calleryana,callery pear,260 CHRISTOPHER LANE,Staten Island,40.61343185,-74.15675952
Good,platanus x acerifolia,london planetree,86-022 107 STREET,Queens,40.69707695,-73.84126103
Good,acer rubrum,red maple,1066 EDGEGROVE AVENUE,Staten Island,40.53366558,-74.2072037
Good,platanus x acerifolia,london planetree,76-001 JAMAICA AVENUE,Queens,40.69178093,-73.86563042
Fair,styphnolobium japonicum,sophora,2 ABERDEEN STREET,Brooklyn,40.68116773,-73.90688371
Poor,pyrus calleryana,callery pear,1018 FRANKLIN AVENUE,Brooklyn,40.66406331,-73.96005797
Good,platanus x acerifolia,london planetree,115 70 STREET,Brooklyn,40.63679799,-74.03179735
Good,acer platanoides,norway maple,134-035 174 STREET,Queens,40.67441749,-73.76757428
Good,ginkgo biloba,ginkgo,161 ST JAMES PLACE,Brooklyn,40.68493558,-73.96401594
Fair,gleditsia triacanthos var. inermis,honeylocust,120 SLOANE AVENUE,Staten Island,40.58275606,-74.12734407
Good,koelreuteria paniculata,golden raintree,786 NOSTRAND AVENUE,Brooklyn,40.67185258,-73.95039574
Good,prunus,cherry,242 PRESTON AVENUE,Staten Island,40.53607181,-74.16110531
Good,cercis canadensis,eastern redbud,820 SHORE BOULEVARD,Brooklyn,40.58140026,-73.9464845
Good,styphnolobium japonicum,sophora,104-070 109 STREET,Queens,40.68220593,-73.83212425
Good,quercus palustris,pin oak,280 PARK HILL AVENUE,Staten Island,40.61182858,-74.08338258
Good,betula papyrifera,paper birch,265 LINWOOD STREET,Brooklyn,40.6793436,-73.88349857
Good,acer platanoides,norway maple,35-088 162 STREET,Queens,40.76296442,-73.80369429
Good,pyrus calleryana,callery pear,16 ONEIDA AVENUE,Staten Island,40.61304595,-74.1006913
Good,zelkova serrata,japanese zelkova,45-038 46 STREET,Queens,40.74182452,-73.91902535
Good,quercus coccinea,scarlet oak,1532 OCEAN AVENUE,Brooklyn,40.62468743,-73.956332
Fair,styphnolobium japonicum,sophora,73-004 FOREST AVENUE,Queens,40.69951858,-73.89868698
Poor,acer platanoides,norway maple,115-025 127 STREET,Queens,40.67826459,-73.81215464
Good,koelreuteria paniculata,golden raintree,118-035 203 STREET,Queens,40.69336656,-73.74816302
Good,prunus virginiana,'schubert' chokecherry,503 FOSTER ROAD,Staten Island,40.53866176,-74.20562572
Good,tilia cordata,littleleaf linden,20-012 42 STREET,Queens,40.77526387,-73.90051904
Good,cercis canadensis,eastern redbud,102-020 35 AVENUE,Queens,40.75461626,-73.86527764
Good,acer,maple,132-039 87 STREET,Queens,40.67484771,-73.84940918
Good,cornus kousa,kousa dogwood,160-007 LABURNUM AVENUE,Queens,40.75179389,-73.80665178
Good,tilia cordata,littleleaf linden,2737 FENTON AVENUE,Bronx,40.86648597,-73.84439021
Good,platanus x acerifolia,london planetree,35-012 21 AVENUE,Queens,40.7763564,-73.90632496
Fair,quercus rubra,northern red oak,2925 VETERANS ROAD WEST,Staten Island,40.52760652,-74.22927991
Good,platanus x acerifolia,london planetree,48-033 COLDEN STREET,Queens,40.74746448,-73.81839344
Fair,prunus virginiana,'schubert' chokecherry,1081 ESPLANADE,Bronx,40.85665738,-73.85766501
Good,quercus phellos,willow oak,61-011 213 STREET,Queens,40.74656017,-73.7636133
Good,prunus,cherry,80-002 252 STREET,Queens,40.74332191,-73.71869934
Fair,platanus x acerifolia,london planetree,1326 EAST 104 STREET,Brooklyn,40.63993628,-73.88759814
Good,tilia cordata,littleleaf linden,195-037 SAGAMORE AVENUE,Queens,40.71184897,-73.76427103
Good,tilia americana,american linden,124-014 155 STREET,Queens,40.67542318,-73.78699573
Good,pyrus calleryana,callery pear,1491 ARDEN AVENUE,Staten Island,40.53499829,-74.16533818
Good,tilia cordata,littleleaf linden,60-001 BEACH CHANNEL DRIVE,Queens,40.59314318,-73.79052344
Good,fraxinus pennsylvanica,green ash,75-002 190 STREET,Queens,40.73161818,-73.78071955
Fair,pyrus calleryana,callery pear,75-004 199 STREET,Queens,40.73396848,-73.77161665
Good,gleditsia triacanthos var. inermis,honeylocust,52-035 BARNETT AVENUE,Queens,40.74987124,-73.91034349
Good,platanus x acerifolia,london planetree,190-001 35 AVENUE,Queens,40.76458366,-73.79194892
Good,gymnocladus dioicus,kentucky coffeetree,120 AVISTON STREET,Staten Island,40.55619804,-74.11849084
Fair,prunus,cherry,2137 WASHINGTON AVENUE,Bronx,40.85258495,-73.89501674
Good,prunus,cherry,3619 AVENUE I,Brooklyn,40.62977002,-73.94080475
Good,quercus palustris,pin oak,144 RENO AVENUE,Staten Island,40.56616619,-74.11824309
Good,gleditsia triacanthos var. inermis,honeylocust,321 MERSEREAU AVENUE,Staten Island,40.6300624,-74.1637058
Good,prunus,cherry,151 WIELAND AVENUE,Staten Island,40.54065886,-74.2093911
Fair,fraxinus,ash,1235 TAYLOR AVENUE,Bronx,40.83114932,-73.86530581
Good,pyrus calleryana,callery pear,7-028 152 STREET,Queens,40.79427247,-73.81043045
Fair,ulmus americana,american elm,1376 OGDEN AVENUE,Bronx,40.84195211,-73.92441458
Good,quercus palustris,pin oak,147-031 CHERRY AVENUE,Queens,40.75783892,-73.8150037
Good,quercus palustris,pin oak,100-020 218 STREET,Queens,40.71416662,-73.73812762
Good,lagerstroemia,crepe myrtle,152-028 12 ROAD,Queens,40.79073564,-73.80900349
Good,celtis occidentalis,common hackberry,1295 NEILL AVENUE,Bronx,40.85701981,-73.84927897
Good,acer platanoides 'crimson king',crimson king maple,247 80 STREET,Brooklyn,40.62811996,-74.03030041
Good,gymnocladus dioicus,kentucky coffeetree,4122 QUENTIN ROAD,Brooklyn,40.61722407,-73.93234475
Good,platanus x acerifolia,london planetree,7501 RIDGE BOULEVARD,Brooklyn,40.63188193,-74.0304702
Good,pyrus calleryana,callery pear,50 RYAN PLACE,Staten Island,40.52794914,-74.16701365
Good,taxodium distichum,bald cypress,176 PARK PLACE,Brooklyn,40.67731037,-73.97198323
Good,pyrus calleryana,callery pear,173-040 47 AVENUE,Queens,40.75044987,-73.79321815
Fair,platanus x acerifolia,london planetree,2754 EAST 26 STREET,Brooklyn,40.58560927,-73.94301182
Good,platanus x acerifolia,london planetree,185-001 LIBERTY AVENUE,Queens,40.70478706,-73.77176203
Good,platanus x acerifolia,london planetree,1437 CARROLL STREET,Brooklyn,40.66663929,-73.93990769
Good,platanus x acerifolia,london planetree,1239 74 STREET,Brooklyn,40.62166357,-74.00796938
Good,zelkova serrata,japanese zelkova,226 VAN SICKLEN STREET,Brooklyn,40.59867506,-73.97483067
Good,gleditsia triacanthos var. inermis,honeylocust,40-001 172 STREET,Queens,40.76075665,-73.79411143
Good,gleditsia triacanthos var. inermis,honeylocust,92-015 63 DRIVE,Queens,40.72787302,-73.86385844
Good,quercus palustris,pin oak,159 ABINGDON AVENUE,Staten Island,40.55350151,-74.15733585
Fair,acer platanoides,norway maple,808 EAST 17 STREET,Brooklyn,40.63080328,-73.96061532
Good,platanus x acerifolia,london planetree,1764 EAST 10 STREET,Brooklyn,40.60610498,-73.96277466
Good,zelkova serrata,japanese zelkova,29-005 BUTLER STREET,Queens,40.76359023,-73.86314925
Good,acer saccharinum,silver maple,210-020 NASHVILLE BOULEVARD,Queens,40.69975389,-73.74301061
Good,platanus x acerifolia,london planetree,661 EAST 49 STREET,Brooklyn,40.64546118,-73.93065756
Good,zelkova serrata,japanese zelkova,210 COURT STREET,Brooklyn,40.68686041,-73.993809
Good,platanus x acerifolia,london planetree,217-002 73 AVENUE,Queens,40.7410973,-73.75711224
Good,taxodium distichum,bald cypress,915 WASHINGTON AVENUE,Brooklyn,40.6673077,-73.96182287
Fair,tilia tomentosa,silver linden,2989 OCEAN PARKWAY,Brooklyn,40.57818927,-73.9679777
Good,tilia cordata,littleleaf linden,14-029 147 STREET,Queens,40.78688818,-73.81836259
Good,platanus x acerifolia,london planetree,1237 EAST 48 STREET,Brooklyn,40.63098879,-73.93004773
Poor,ginkgo biloba,ginkgo,153-011 124 AVENUE,Queens,40.67578582,-73.787702
Good,platanus x acerifolia,london planetree,82-015 149 AVENUE,Queens,40.66930364,-73.85231884
Good,morus,mulberry,1577 SCHENECTADY AVENUE,Brooklyn,40.63401536,-73.93133467
Good,platanus x acerifolia,london planetree,245 MILL ROAD,Staten Island,40.56322764,-74.11109954
Good,quercus palustris,pin oak,157-014 CROSS BAY BOULEVARD,Queens,40.66203245,-73.84079467
Good,gleditsia triacanthos var. inermis,honeylocust,13-003 DAVIES ROAD,Queens,40.59867629,-73.74714928
Good,zelkova serrata,japanese zelkova,85 RIVERSIDE DRIVE,Manhattan,40.78590598,-73.98155477
Good,acer platanoides,norway maple,164-030 73 AVENUE,Queens,40.72785432,-73.80389194
Fair,platanus x acerifolia,london planetree,1750 DAHILL ROAD,Brooklyn,40.60535419,-73.97348271
Fair,acer,maple,139-047 PERSHING CRESCENT,Queens,40.71106396,-73.81789426
Good,ulmus parvifolia,chinese elm,230 EAST 29 STREET,Manhattan,40.74190793,-73.9789599
Good,pyrus calleryana,callery pear,7277 AMBOY ROAD,Staten Island,40.51168217,-74.24030071
Good,prunus virginiana,'schubert' chokecherry,180 LINCOLN AVENUE,Brooklyn,40.68571425,-73.86976135
Poor,acer platanoides,norway maple,90-010 150 STREET,Queens,40.70339618,-73.80510614
Fair,gleditsia triacanthos var. inermis,honeylocust,690 SACKETT STREET,Brooklyn,40.67764863,-73.98173085
Good,ginkgo biloba,ginkgo,3433 EAST TREMONT AVENUE,Bronx,40.8326681,-73.82779719
Good,carpinus caroliniana,american hornbeam,66-015 53 AVENUE,Queens,40.73142073,-73.89848831
Good,malus,crab apple,131-039 FRANCIS LEWIS BOULEVARD,Queens,40.6783284,-73.73816051
Good,juniperus virginiana,eastern redcedar,331 37 STREET,Brooklyn,40.65457727,-74.00628778
Good,liquidambar styraciflua,sweetgum,36 BUFFALO STREET,Staten Island,40.56011942,-74.13383394
Good,tilia cordata,littleleaf linden,4211 GUNTHER AVENUE,Bronx,40.89425817,-73.8499836
Good,prunus,cherry,226-003 144 AVENUE,Queens,40.66438561,-73.75198026
Poor,tilia cordata,littleleaf linden,33-001 VERNON BOULEVARD,Queens,40.76651072,-73.93959472
Good,fraxinus pennsylvanica,green ash,39 WOLCOTT AVENUE,Staten Island,40.54951618,-74.17606748
Fair,zelkova serrata,japanese zelkova,420 KINGSTON AVENUE,Brooklyn,40.66432699,-73.94274254
Good,prunus virginiana,'schubert' chokecherry,292 EAST 34 STREET,Brooklyn,40.64982276,-73.94564321
Good,acer rubrum,red maple,65-009 80 AVENUE,Queens,40.69640294,-73.88809492
Good,acer saccharinum,silver maple,405 STEWART AVENUE,Staten Island,40.61402638,-74.14532715
Fair,platanus x acerifolia,london planetree,204 FROST STREET,Brooklyn,40.71818466,-73.94310293
Good,platanus x acerifolia,london planetree,361 EAST 45 STREET,Brooklyn,40.65284576,-73.9352786
Good,gleditsia triacanthos var. inermis,honeylocust,2020 MADISON AVENUE,Manhattan,40.80778429,-73.93943999
Fair,cercis canadensis,eastern redbud,183 BROAD STREET,Staten Island,40.62412285,-74.08079789
Fair,zelkova serrata,japanese zelkova,911 KINGS HIGHWAY,Brooklyn,40.60699049,-73.96318716
Good,quercus palustris,pin oak,2414 EASTCHESTER ROAD,Bronx,40.8616112,-73.84317784
Good,pyrus calleryana,callery pear,162-022 76 AVENUE,Queens,40.72559637,-73.80573348
Fair,celtis occidentalis,common hackberry,143 PALMETTO STREET,Brooklyn,40.6930266,-73.91749164
Good,tilia americana,american linden,126 RIDGECREST AVENUE,Staten Island,40.53688609,-74.15714517
Poor,acer pseudoplatanus,sycamore maple,115-015 149 AVENUE,Queens,40.66934573,-73.82455702
Fair,acer platanoides,norway maple,81-020 25 AVENUE,Queens,40.7628987,-73.88676421
Good,acer platanoides 'crimson king',crimson king maple,20 AMSTERDAM PLACE,Staten Island,40.60030809,-74.16383595
Good,zelkova serrata,japanese zelkova,6702 AVENUE T,Brooklyn,40.61943747,-73.91187434
Good,maackia amurensis,amur maackia,102-011 89 AVENUE,Queens,40.69322768,-73.84403942
Good,quercus palustris,pin oak,64-026 ELLWELL CRESCENT,Queens,40.72141704,-73.86410488
Good,quercus palustris,pin oak,6917 SHORE ROAD,Brooklyn,40.63824071,-74.03600942
Good,acer campestre,hedge maple,2818 SCHURZ AVENUE,Bronx,40.81411225,-73.81757338
Good,gleditsia triacanthos var. inermis,honeylocust,175 WILLIS AVENUE,Bronx,40.80743909,-73.92462786
Good,quercus palustris,pin oak,532 CRAIG AVENUE,Staten Island,40.50946412,-74.25036187
Fair,pyrus calleryana,callery pear,675 NUGENT AVENUE,Staten Island,40.57751595,-74.09219604
Fair,tilia americana,american linden,486 MARION STREET,Brooklyn,40.68182873,-73.9099635
Good,styphnolobium japonicum,sophora,2177 3 AVENUE,Manhattan,40.79963522,-73.93862372
Good,acer pseudoplatanus,sycamore maple,5133 POST ROAD,Bronx,40.89647433,-73.89834646
Good,ulmus americana,american elm,800 GATES AVENUE,Brooklyn,40.68824166,-73.93237132
Good,zelkova serrata,japanese zelkova,1175 GARRISON AVENUE,Bronx,40.82086209,-73.88771064
Good,pyrus calleryana,callery pear,438 GENESEE AVENUE,Staten Island,40.55216697,-74.17164839
Good,platanus x acerifolia,london planetree,107-011 114 STREET,Queens,40.68284239,-73.82717282
Fair,platanus x acerifolia,london planetree,89-031 219 STREET,Queens,40.72787689,-73.74376602
Good,prunus,cherry,30-011 PARSONS BOULEVARD,Queens,40.77026134,-73.82474113
Good,pyrus calleryana,callery pear,26 ARION PLACE,Brooklyn,40.69845929,-73.93601439
Good,platanus x acerifolia,london planetree,1701 73 STREET,Brooklyn,40.61592777,-73.99695728
Good,pyrus calleryana,callery pear,264 DAVIS AVENUE,Bronx,40.81506407,-73.82533814
Good,zelkova serrata,japanese zelkova,1862 82 STREET,Brooklyn,40.60828918,-73.99831822
Good,tilia cordata,littleleaf linden,872 46 STREET,Brooklyn,40.64224796,-73.9996587
Good,prunus,cherry,43-018 196 STREET,Queens,40.75735754,-73.78553826
Fair,quercus palustris,pin oak,67-012 199 STREET,Queens,40.73952027,-73.77404842
Good,tilia cordata,littleleaf linden,480 CONVENT AVENUE,Manhattan,40.82843758,-73.94301202
Good,tilia cordata,littleleaf linden,301 EAST 153 STREET,Bronx,40.81978958,-73.9201906
Good,syringa reticulata,japanese tree lilac,101-046 131 STREET,Queens,40.69146975,-73.81566009
Good,platanus x acerifolia,london planetree,114 CODDINGTON AVENUE,Staten Island,40.5701985,-74.11104
Good,ulmus parvifolia,chinese elm,125 PAGE AVENUE,Staten Island,40.5208632,-74.23543699
Good,quercus palustris,pin oak,161-039 88 STREET,Queens,40.65411165,-73.84339725
Fair,carpinus caroliniana,american hornbeam,5 TUDOR STREET,Staten Island,40.55869416,-74.14681167
Good,gleditsia triacanthos var. inermis,honeylocust,43-036 38 STREET,Queens,40.74466307,-73.92687155
Good,prunus virginiana,'schubert' chokecherry,31-036 BUELL STREET,Queens,40.7612486,-73.86165671
Good,styphnolobium japonicum,sophora,600 HAVEMEYER AVENUE,Bronx,40.82024212,-73.84212027
Good,metasequoia glyptostroboides,dawn redwood,24-034 GILLMORE STREET,Queens,40.76587831,-73.86887686
Good,ulmus americana,american elm,741 BEACH AVENUE,Bronx,40.82028771,-73.86372838
Good,platanus x acerifolia,london planetree,89-011 78 STREET,Queens,40.68818497,-73.86293427
Fair,fraxinus pennsylvanica,green ash,81-050 DONGAN AVENUE,Queens,40.73891483,-73.88132795
Good,pyrus calleryana,callery pear,30 GARY COURT,Staten Island,40.60796066,-74.15821888
Good,zelkova serrata,japanese zelkova,51-018 69 STREET,Queens,40.73469324,-73.89613025
Good,koelreuteria paniculata,golden raintree,43-056 160 STREET,Queens,40.75726792,-73.80635733
Good,ginkgo biloba,ginkgo,876 UNION AVENUE,Bronx,40.82119449,-73.90242828
Good,acer rubrum,red maple,7-003 119 STREET,Queens,40.79064206,-73.8497061
Good,crataegus,hawthorn,414 BEACH 58 STREET,Queens,40.59522247,-73.78824971
Good,acer,maple,1263 82 STREET,Brooklyn,40.61672602,-74.01208762
Fair,tilia cordata,littleleaf linden,88-009 240 STREET,Queens,40.72958785,-73.72697045
Good,quercus palustris,pin oak,58-034 251 STREET,Queens,40.75965097,-73.72864658
Good,platanus x acerifolia,london planetree,43-028 205 STREET,Queens,40.75827917,-73.77847431
Good,platanus x acerifolia,london planetree,1285 EAST 46 STREET,Brooklyn,40.62956733,-73.93185515
Good,tilia cordata,littleleaf linden,650 AMBOY STREET,Brooklyn,40.65522766,-73.91089013
Good,pyrus calleryana,callery pear,571 FOSTER ROAD,Staten Island,40.54031296,-74.20660587
Good,salix babylonica,weeping willow,58 TOMPKINS STREET,Staten Island,40.62425795,-74.07769559
Good,acer saccharinum,silver maple,42 HITCHCOCK AVENUE,Staten Island,40.57259395,-74.12905385
Good,ginkgo biloba,ginkgo,29 EAST 69 STREET,Manhattan,40.76958761,-73.96612087
Poor,prunus serotina,black cherry,2185 WASHINGTON AVENUE,Bronx,40.85396167,-73.89423798
Good,platanus x acerifolia,london planetree,88-014 239 STREET,Queens,40.72965367,-73.72805103
